"Date","Price","Open","High","Low","Change %"
"Nov 03, 2017","334.305","334.785","335.105","333.535","-0.16%"
"Nov 02, 2017","334.825","335.375","335.495","334.645","-0.15%"
"Nov 01, 2017","335.335","334.955","335.405","334.535","0.11%"
"Oct 31, 2017","334.955","333.645","335.105","333.535","0.39%"
"Oct 30, 2017","333.650","335.110","335.110","333.190","-0.27%"
"Oct 27, 2017","334.565","333.925","335.185","333.915","0.21%"
"Oct 26, 2017","333.850","333.400","334.140","333.100","0.13%"
"Oct 25, 2017","333.400","334.010","334.460","331.970","-0.19%"
"Oct 24, 2017","334.025","335.925","336.075","334.025","-0.57%"
"Oct 23, 2017","335.925","335.625","336.395","335.055","0.05%"
"Oct 20, 2017","335.745","334.425","335.995","334.055","0.34%"
"Oct 19, 2017","334.595","333.495","334.795","333.495","0.32%"
"Oct 18, 2017","333.525","333.815","334.065","333.125","-0.13%"
"Oct 17, 2017","333.945","333.195","333.955","332.615","0.18%"
"Oct 16, 2017","333.355","334.295","334.295","332.095","-0.32%"
"Oct 13, 2017","334.435","334.395","334.525","333.435","0.00%"
"Oct 12, 2017","334.425","335.125","335.475","333.455","-0.21%"
"Oct 11, 2017","335.125","337.325","337.325","335.125","-0.71%"
"Oct 10, 2017","337.505","341.175","341.345","336.695","-1.12%"
"Oct 09, 2017","341.345","344.595","344.595","340.195","-0.61%"
"Oct 06, 2017","343.445","345.595","345.595","343.195","-0.63%"
"Oct 05, 2017","345.625","344.055","345.775","343.225","0.42%"
"Oct 04, 2017","344.195","342.865","344.295","342.395","0.38%"
"Oct 03, 2017","342.895","341.055","343.005","341.055","0.50%"
"Oct 02, 2017","341.195","340.095","341.545","340.095","0.26%"
"Sep 29, 2017","340.305","340.685","341.815","339.485","-0.16%"
"Sep 28, 2017","340.855","340.075","340.995","339.365","0.18%"
"Sep 27, 2017","340.245","339.585","340.595","338.685","0.14%"
"Sep 26, 2017","339.755","341.095","341.645","338.905","-0.40%"
"Sep 25, 2017","341.125","341.125","341.675","340.325","0.00%"
"Sep 22, 2017","341.125","340.355","341.355","338.825","0.19%"
"Sep 21, 2017","340.495","340.835","341.725","338.695","-0.15%"
"Sep 20, 2017","341.005","341.495","342.195","340.705","-0.15%"
"Sep 19, 2017","341.525","339.925","341.645","339.925","0.48%"
"Sep 18, 2017","339.895","339.495","340.555","338.695","0.12%"
"Sep 15, 2017","339.495","339.125","339.795","336.195","0.06%"
"Sep 14, 2017","339.295","339.095","339.295","337.195","0.15%"
"Sep 13, 2017","338.795","339.445","341.645","337.145","-0.19%"
"Sep 12, 2017","339.445","337.715","340.035","337.115","0.59%"
"Sep 11, 2017","337.445","336.115","337.715","335.255","0.58%"
"Sep 08, 2017","335.495","336.115","336.115","332.685","-0.19%"
"Sep 07, 2017","336.140","341.350","341.520","334.700","-1.53%"
"Sep 06, 2017","341.350","340.420","341.820","340.420","0.28%"
"Sep 05, 2017","340.400","338.850","341.440","338.850","0.44%"
"Sep 04, 2017","338.895","336.595","338.965","336.115","0.26%"
"Sep 01, 2017","338.015","337.845","338.015","337.845","0.00%"
"Aug 31, 2017","338.015","335.175","338.195","334.615","0.80%"
"Aug 30, 2017","335.345","335.175","335.345","335.175","0.00%"
"Aug 29, 2017","335.345","334.025","335.565","333.615","0.35%"
"Aug 28, 2017","334.185","333.465","334.275","332.025","0.18%"
"Aug 25, 2017","333.585","330.965","333.685","330.605","0.78%"
"Aug 24, 2017","330.990","333.640","333.800","329.570","-0.83%"
"Aug 23, 2017","333.775","332.775","333.885","332.025","0.25%"
"Aug 22, 2017","332.935","333.175","333.505","331.765","-0.12%"
"Aug 21, 2017","333.335","332.115","333.785","331.375","0.01%"
"Aug 18, 2017","333.285","332.425","333.285","331.745","0.21%"
"Aug 17, 2017","332.585","332.835","333.205","331.185","-0.12%"
"Aug 16, 2017","332.995","333.075","333.235","331.655","-0.07%"
"Aug 15, 2017","333.235","332.425","333.235","332.115","0.20%"
"Aug 14, 2017","332.585","332.625","332.785","331.525","-0.06%"
"Aug 11, 2017","332.785","332.525","333.805","332.165","0.03%"
"Aug 10, 2017","332.685","332.375","333.105","331.465","0.05%"
"Aug 09, 2017","332.535","332.225","332.935","331.465","0.05%"
"Aug 08, 2017","332.385","332.025","332.735","330.825","0.06%"
"Aug 07, 2017","332.185","332.115","332.515","330.025","0.02%"
"Aug 04, 2017","332.135","335.225","335.395","331.475","-0.97%"
"Aug 03, 2017","335.395","336.415","336.625","333.985","-0.35%"
"Aug 02, 2017","336.585","331.815","337.115","331.435","1.43%"
"Aug 01, 2017","331.840","329.480","331.840","328.000","0.71%"
"Jul 31, 2017","329.485","326.735","329.865","325.635","0.73%"
"Jul 28, 2017","327.085","326.225","327.195","325.965","0.21%"
"Jul 27, 2017","326.385","326.975","327.135","324.525","-0.23%"
"Jul 26, 2017","327.135","326.925","327.605","325.545","0.02%"
"Jul 25, 2017","327.085","327.325","328.105","325.895","-0.12%"
"Jul 24, 2017","327.485","324.705","327.725","324.705","0.74%"
"Jul 21, 2017","325.085","325.105","325.605","323.665","-0.27%"
"Jul 20, 2017","325.955","326.175","326.335","324.535","-0.12%"
"Jul 19, 2017","326.335","325.835","326.495","324.845","0.15%"
"Jul 18, 2017","325.835","325.795","326.305","324.565","-0.04%"
"Jul 17, 2017","325.955","326.105","326.105","324.915","-0.47%"
"Jul 14, 2017","327.485","327.825","328.185","325.725","-0.15%"
"Jul 13, 2017","327.985","328.725","328.885","326.725","-0.27%"
"Jul 12, 2017","328.885","328.095","329.355","326.755","0.19%"
"Jul 11, 2017","328.255","326.605","328.405","326.025","0.42%"
"Jul 10, 2017","326.890","326.200","327.880","326.200","0.71%"
"Jul 07, 2017","324.585","324.585","324.585","324.585","0.00%"
"Jul 06, 2017","324.585","324.425","324.585","324.425","0.00%"
"Jul 05, 2017","324.585","322.525","324.635","322.525","0.59%"
"Jul 04, 2017","322.685","322.125","322.735","321.335","0.16%"
"Jul 03, 2017","322.155","319.055","322.355","319.055","0.03%"
"Jun 30, 2017","322.055","321.835","323.535","320.505","0.07%"
"Jun 29, 2017","321.835","324.135","324.135","319.215","-0.71%"
"Jun 28, 2017","324.135","322.115","324.135","322.055","0.63%"
"Jun 27, 2017","322.115","324.855","324.985","319.845","-0.84%"
"Jun 26, 2017","324.855","325.055","325.665","323.915","-0.38%"
"Jun 23, 2017","326.085","327.725","327.885","325.525","-0.55%"
"Jun 22, 2017","327.885","326.105","328.085","326.105","0.40%"
"Jun 21, 2017","326.585","322.475","327.215","322.475","1.22%"
"Jun 20, 2017","322.635","319.875","323.755","319.875","0.81%"
"Jun 19, 2017","320.035","319.605","320.335","318.525","-0.06%"
"Jun 16, 2017","320.235","317.725","320.485","317.725","0.74%"
"Jun 15, 2017","317.885","317.605","318.105","316.865","0.43%"
"Jun 14, 2017","316.530","316.010","316.660","315.530","0.16%"
"Jun 13, 2017","316.010","316.630","316.630","315.060","-0.20%"
"Jun 12, 2017","316.630","315.660","316.710","314.430","0.29%"
"Jun 09, 2017","315.730","314.110","315.920","314.110","0.47%"
"Jun 08, 2017","314.245","312.925","314.435","312.925","0.37%"
"Jun 07, 2017","313.085","312.675","313.185","312.005","0.08%"
"Jun 06, 2017","312.835","312.875","313.385","311.855","-0.06%"
"Jun 05, 2017","313.035","313.305","313.305","312.005","-0.35%"
"Jun 02, 2017","314.125","312.525","314.125","312.305","0.45%"
"Jun 01, 2017","312.730","312.630","312.760","311.680","0.00%"
"May 31, 2017","312.730","312.400","313.680","312.400","0.26%"
"May 30, 2017","311.930","310.030","311.930","309.910","0.42%"
"May 29, 2017","310.630","310.130","311.010","309.350","-0.07%"
"May 26, 2017","310.835","310.575","312.185","309.755","0.03%"
"May 25, 2017","310.735","311.355","311.355","309.855","-0.21%"
"May 24, 2017","311.380","311.630","312.030","310.430","-0.08%"
"May 23, 2017","311.630","310.790","312.260","310.050","0.23%"
"May 22, 2017","310.925","311.605","311.605","309.755","-0.47%"
"May 19, 2017","312.385","313.525","314.105","312.005","-0.41%"
"May 18, 2017","313.685","313.185","314.255","313.025","0.11%"
"May 17, 2017","313.345","312.205","313.705","311.975","0.36%"
"May 16, 2017","312.230","312.780","312.940","311.330","-0.22%"
"May 15, 2017","312.915","315.805","315.805","311.655","-0.94%"
"May 12, 2017","315.885","315.725","315.985","314.525","0.00%"
"May 11, 2017","315.885","318.385","318.545","314.905","-0.84%"
"May 10, 2017","318.545","318.905","318.905","317.465","0.03%"
"May 09, 2017","318.435","318.435","318.435","318.435","0.00%"
"May 08, 2017","318.435","318.435","318.435","318.435","0.00%"
"May 05, 2017","318.435","315.775","318.705","315.775","0.79%"
"May 04, 2017","315.935","315.375","316.185","314.855","0.13%"
"May 03, 2017","315.535","315.405","315.705","314.455","0.03%"
"May 02, 2017","315.430","314.530","315.560","314.450","-0.06%"
"May 01, 2017","315.630","315.630","315.630","315.630","0.32%"
"Apr 28, 2017","314.635","314.225","314.865","313.325","0.08%"
"Apr 27, 2017","314.385","313.315","314.435","313.025","0.34%"
"Apr 26, 2017","313.325","312.035","313.585","311.835","0.37%"
"Apr 25, 2017","312.185","311.525","312.385","310.285","0.16%"
"Apr 24, 2017","311.685","313.265","313.265","311.465","-0.51%"
"Apr 21, 2017","313.275","312.585","313.345","311.735","0.17%"
"Apr 20, 2017","312.735","311.395","312.885","311.395","0.38%"
"Apr 19, 2017","311.555","311.275","311.785","310.925","0.04%"
"Apr 18, 2017","311.435","310.675","311.435","309.525","0.19%"
"Apr 17, 2017","310.835","310.915","311.085","309.955","-0.03%"
"Apr 14, 2017","310.935","311.625","311.785","309.905","-0.27%"
"Apr 13, 2017","311.785","311.845","312.185","310.605","-0.07%"
"Apr 12, 2017","312.005","311.325","312.185","311.005","0.17%"
"Apr 11, 2017","311.485","312.125","313.125","310.455","-0.26%"
"Apr 10, 2017","312.285","314.025","314.615","311.155","-0.29%"
"Apr 07, 2017","313.185","312.545","313.615","312.025","0.15%"
"Apr 06, 2017","312.705","311.525","313.495","311.525","0.33%"
"Apr 05, 2017","311.685","312.775","313.025","311.035","-0.40%"
"Apr 04, 2017","312.935","313.315","313.315","312.025","-0.12%"
"Apr 03, 2017","313.325","313.425","313.895","312.365","-0.12%"
"Mar 31, 2017","313.695","314.675","315.115","312.655","-0.36%"
"Mar 30, 2017","314.835","315.425","315.585","313.815","-0.24%"
"Mar 29, 2017","315.585","315.095","315.635","314.525","0.10%"
"Mar 28, 2017","315.255","315.425","316.115","314.155","-0.10%"
"Mar 27, 2017","315.585","316.615","316.635","314.555","-0.44%"
"Mar 24, 2017","316.985","316.015","317.115","315.505","0.43%"
"Mar 23, 2017","315.630","315.630","315.630","315.630","0.00%"
"Mar 22, 2017","315.630","315.630","315.630","315.630","0.00%"
"Mar 21, 2017","315.630","315.630","315.630","315.630","0.00%"
"Mar 20, 2017","315.630","315.630","315.630","315.630","-0.00%"
"Mar 17, 2017","315.635","317.115","317.235","313.525","-0.47%"
"Mar 16, 2017","317.125","318.405","318.695","316.165","-0.49%"
"Mar 15, 2017","318.685","318.035","319.435","317.155","0.15%"
"Mar 14, 2017","318.195","318.415","318.535","317.025","-0.07%"
"Mar 13, 2017","318.425","318.035","319.125","316.725","0.52%"
"Mar 10, 2017","316.785","316.515","318.615","316.155","0.08%"
"Mar 09, 2017","316.525","315.045","317.525","315.045","0.42%"
"Mar 08, 2017","315.195","315.035","315.875","315.035","0.00%"
"Mar 07, 2017","315.195","315.075","315.875","314.355","-0.01%"
"Mar 06, 2017","315.235","316.225","317.115","314.105","-0.77%"
"Mar 03, 2017","317.685","316.125","317.955","315.595","0.49%"
"Mar 02, 2017","316.125","313.925","316.125","313.345","0.70%"
"Mar 01, 2017","313.925","312.685","314.345","312.435","0.35%"
"Feb 28, 2017","312.835","311.815","313.415","311.685","0.32%"
"Feb 27, 2017","311.825","311.975","313.095","311.195","0.04%"
"Feb 24, 2017","311.685","311.835","312.435","310.555","-0.13%"
"Feb 23, 2017","312.105","314.095","315.385","310.925","-0.60%"
"Feb 22, 2017","313.985","316.115","316.845","312.525","-0.68%"
"Feb 21, 2017","316.125","318.925","319.095","315.545","-0.88%"
"Feb 20, 2017","318.925","318.625","319.545","317.965","0.11%"
"Feb 17, 2017","318.575","319.065","319.625","317.435","-0.20%"
"Feb 16, 2017","319.225","320.625","321.085","318.155","-0.44%"
"Feb 15, 2017","320.630","321.780","322.190","319.030","-0.41%"
"Feb 14, 2017","321.935","322.625","323.285","320.755","-0.26%"
"Feb 13, 2017","322.785","322.125","323.025","321.025","0.05%"
"Feb 10, 2017","322.635","323.625","324.185","321.795","-0.31%"
"Feb 09, 2017","323.630","324.880","325.130","322.660","-0.43%"
"Feb 08, 2017","325.035","323.445","325.135","323.445","0.44%"
"Feb 07, 2017","323.605","322.025","323.785","321.685","0.44%"
"Feb 06, 2017","322.185","323.725","323.725","321.055","-0.44%"
"Feb 03, 2017","323.625","325.165","325.325","321.325","-0.52%"
"Feb 02, 2017","325.325","324.575","325.435","323.995","0.18%"
"Feb 01, 2017","324.735","323.185","325.285","323.025","0.43%"
"Jan 31, 2017","323.345","325.925","326.085","322.455","-0.84%"
"Jan 30, 2017","326.085","327.125","328.125","325.325","-0.56%"
"Jan 27, 2017","327.935","328.625","329.625","327.055","-0.21%"
"Jan 26, 2017","328.630","328.080","329.270","327.520","0.12%"
"Jan 25, 2017","328.235","328.275","329.125","327.025","-0.06%"
"Jan 24, 2017","328.435","330.725","331.125","327.405","-0.74%"
"Jan 23, 2017","330.885","331.525","332.425","330.015","-0.45%"
"Jan 20, 2017","332.385","331.625","333.355","330.615","0.14%"
"Jan 19, 2017","331.935","330.125","332.735","329.495","0.50%"
"Jan 18, 2017","330.285","331.875","331.935","329.625","-0.48%"
"Jan 17, 2017","331.885","333.135","333.495","330.925","-0.38%"
"Jan 16, 2017","333.135","332.135","333.795","332.135","0.20%"
"Jan 13, 2017","332.485","332.075","333.355","331.025","0.08%"
"Jan 12, 2017","332.235","333.925","334.085","331.025","-0.55%"
"Jan 11, 2017","334.085","332.825","334.185","332.775","0.33%"
"Jan 10, 2017","332.985","331.075","333.355","331.025","0.29%"
"Jan 09, 2017","332.035","331.625","332.035","329.525","0.21%"
"Jan 06, 2017","331.335","332.775","332.935","330.025","-0.48%"
"Jan 05, 2017","332.935","334.025","334.185","331.025","-0.33%"
"Jan 04, 2017","334.035","333.035","335.205","333.035","0.17%"
"Jan 03, 2017","333.480","333.480","333.480","333.480","0.00%"
"Jan 02, 2017","333.480","333.480","333.480","333.480","-0.06%"
"Dec 30, 2016","333.685","333.035","334.155","332.045","0.15%"
"Dec 29, 2016","333.185","332.625","333.685","331.025","0.17%"
"Dec 28, 2016","332.635","333.835","334.335","331.035","-0.40%"
"Dec 27, 2016","333.985","332.525","334.115","332.025","0.39%"
"Dec 26, 2016","332.685","331.825","333.425","331.525","0.48%"
"Dec 23, 2016","331.085","333.525","334.025","327.825","-0.73%"
"Dec 22, 2016","333.535","332.285","334.035","331.335","0.33%"
"Dec 21, 2016","332.435","334.125","334.325","331.465","-0.85%"
"Dec 20, 2016","335.295","334.625","335.395","334.125","0.04%"
"Dec 19, 2016","335.145","335.145","335.145","335.145","0.00%"
"Dec 16, 2016","335.145","334.975","335.145","334.975","0.00%"
"Dec 15, 2016","335.145","331.775","336.095","331.775","0.97%"
"Dec 14, 2016","331.935","331.035","332.435","328.825","0.22%"
"Dec 13, 2016","331.195","330.125","331.625","329.375","0.32%"
"Dec 12, 2016","330.130","331.230","331.510","329.270","-1.26%"
"Dec 09, 2016","334.335","334.435","334.905","333.035","-0.05%"
"Dec 08, 2016","334.500","336.900","337.070","334.300","-0.53%"
"Dec 07, 2016","336.295","335.125","336.595","335.125","0.35%"
"Dec 06, 2016","335.135","335.035","336.205","334.485","-0.02%"
"Dec 05, 2016","335.195","336.625","337.525","333.765","-0.76%"
"Dec 02, 2016","337.745","336.125","338.325","334.025","-0.57%"
"Dec 01, 2016","339.695","339.695","339.695","339.695","0.00%"
"Nov 30, 2016","339.695","340.325","342.605","338.365","-0.23%"
"Nov 29, 2016","340.495","340.325","340.695","339.025","0.00%"
"Nov 28, 2016","340.495","339.125","341.125","339.125","0.55%"
"Nov 25, 2016","338.645","335.825","339.125","335.825","0.79%"
"Nov 24, 2016","335.995","335.475","336.825","334.515","0.10%"
"Nov 23, 2016","335.645","334.275","335.825","333.025","0.12%"
"Nov 22, 2016","335.235","338.525","338.695","334.065","-1.02%"
"Nov 21, 2016","338.695","340.525","341.025","337.525","-0.62%"
"Nov 18, 2016","340.825","341.125","342.625","339.865","-0.10%"
"Nov 17, 2016","341.150","341.500","342.630","339.900","-0.14%"
"Nov 16, 2016","341.645","343.825","343.845","337.475","-0.64%"
"Nov 15, 2016","343.860","344.510","345.230","342.840","-0.23%"
"Nov 14, 2016","344.645","342.125","344.875","341.525","0.87%"
"Nov 11, 2016","341.660","338.310","342.280","337.410","0.99%"
"Nov 10, 2016","338.310","340.820","341.560","336.460","-0.78%"
"Nov 09, 2016","340.955","339.985","342.095","339.525","0.24%"
"Nov 08, 2016","340.155","339.995","340.235","338.725","0.06%"
"Nov 07, 2016","339.950","338.820","340.510","338.650","0.40%"
"Nov 04, 2016","338.600","338.610","339.280","337.700","-0.03%"
"Nov 03, 2016","338.705","337.775","338.825","337.225","0.22%"
"Nov 02, 2016","337.945","336.275","338.225","335.875","0.53%"
"Nov 01, 2016","336.150","335.650","336.520","335.350","0.18%"
"Oct 31, 2016","335.560","333.810","335.730","332.060","0.41%"
"Oct 28, 2016","334.185","333.175","334.335","332.525","0.26%"
"Oct 27, 2016","333.335","331.855","333.425","331.425","0.45%"
"Oct 26, 2016","331.855","330.125","332.075","329.925","0.50%"
"Oct 25, 2016","330.210","330.160","330.530","329.270","0.02%"
"Oct 24, 2016","330.160","331.560","331.560","328.820","-0.30%"
"Oct 21, 2016","331.160","331.160","331.920","330.060","0.00%"
"Oct 20, 2016","331.160","331.660","331.820","329.160","-0.19%"
"Oct 19, 2016","331.800","332.400","332.910","330.850","-0.14%"
"Oct 18, 2016","332.260","331.810","332.470","330.960","0.00%"
"Oct 17, 2016","332.260","330.960","332.370","330.260","0.46%"
"Oct 14, 2016","330.750","331.350","331.750","330.210","-0.24%"
"Oct 13, 2016","331.560","332.100","333.500","331.200","0.20%"
"Oct 12, 2016","330.900","331.050","331.350","329.450","0.05%"
"Oct 11, 2016","330.750","332.550","332.710","329.600","-0.45%"
"Oct 10, 2016","332.250","331.350","332.860","331.350","0.29%"
"Oct 07, 2016","331.285","332.725","332.825","330.225","-0.50%"
"Oct 06, 2016","332.950","332.810","333.310","331.450","0.10%"
"Oct 05, 2016","332.615","334.055","334.055","331.645","-0.45%"
"Oct 04, 2016","334.125","334.585","334.185","333.085","-0.15%"
"Oct 03, 2016","334.615","335.805","335.815","334.055","-0.37%"
"Sep 30, 2016","335.845","335.025","335.995","333.725","0.16%"
"Sep 29, 2016","335.300","336.550","337.200","334.220","-0.52%"
"Sep 28, 2016","337.050","337.400","338.620","336.900","0.04%"
"Sep 27, 2016","336.900","337.750","338.170","336.100","-0.12%"
"Sep 26, 2016","337.300","337.500","338.940","336.200","-0.18%"
"Sep 23, 2016","337.895","337.750","337.945","336.210","0.01%"
"Sep 22, 2016","337.875","338.750","338.945","336.880","-0.27%"
"Sep 21, 2016","338.800","338.550","340.300","337.700","-0.21%"
"Sep 20, 2016","339.525","339.250","339.705","338.500","0.02%"
"Sep 19, 2016","339.450","339.650","340.450","338.450","-0.11%"
"Sep 16, 2016","339.825","339.500","339.845","338.000","0.08%"
"Sep 15, 2016","339.550","337.800","340.120","337.800","0.28%"
"Sep 14, 2016","338.600","338.500","340.220","336.680","0.18%"
"Sep 13, 2016","338.000","337.760","338.670","337.000","0.05%"
"Sep 12, 2016","337.845","337.820","337.845","337.820","0.00%"
"Sep 09, 2016","337.845","337.160","338.045","336.100","0.04%"
"Sep 08, 2016","337.700","337.560","338.550","335.980","-0.12%"
"Sep 07, 2016","338.120","337.500","339.360","336.100","-0.50%"
"Sep 06, 2016","339.820","340.060","340.230","338.820","-0.09%"
"Sep 05, 2016","340.120","341.260","342.640","339.120","-0.50%"
"Sep 02, 2016","341.820","341.060","342.640","340.820","0.22%"
"Sep 01, 2016","341.080","339.600","342.170","339.600","0.25%"
"Aug 31, 2016","340.220","339.060","340.730","339.060","0.51%"
"Aug 30, 2016","338.500","338.240","338.500","338.240","-0.18%"
"Aug 29, 2016","339.120","339.060","339.430","338.000","0.02%"
"Aug 26, 2016","339.045","339.060","339.295","337.750","-0.02%"
"Aug 25, 2016","339.120","338.550","340.230","338.510","0.18%"
"Aug 24, 2016","338.500","340.060","340.320","337.350","-0.44%"
"Aug 23, 2016","340.000","338.980","342.520","338.560","0.11%"
"Aug 22, 2016","339.620","338.170","341.060","338.000","0.30%"
"Aug 19, 2016","338.620","337.800","339.680","336.800","0.00%"
"Aug 18, 2016","338.620","340.560","341.920","337.500","-0.87%"
"Aug 17, 2016","341.595","342.800","343.495","339.600","-0.67%"
"Aug 16, 2016","343.895","342.500","344.105","342.500","0.12%"
"Aug 15, 2016","343.495","344.860","344.895","342.500","-0.44%"
"Aug 12, 2016","345.005","346.300","346.325","343.300","-0.60%"
"Aug 11, 2016","347.100","346.060","348.270","346.060","0.06%"
"Aug 10, 2016","346.895","346.350","346.975","345.200","0.16%"
"Aug 09, 2016","346.330","346.600","347.210","344.260","-0.23%"
"Aug 08, 2016","347.145","347.500","349.005","346.210","-0.16%"
"Aug 05, 2016","347.695","352.170","352.195","347.000","-1.32%"
"Aug 04, 2016","352.350","353.830","354.760","350.700","-0.60%"
"Aug 03, 2016","354.480","354.270","354.530","353.050","0.14%"
"Aug 02, 2016","353.995","352.400","355.005","352.310","0.47%"
"Aug 01, 2016","352.350","352.560","353.370","350.200","-0.02%"
"Jul 29, 2016","352.420","353.460","353.520","351.000","-0.33%"
"Jul 28, 2016","353.595","351.600","354.525","350.700","0.34%"
"Jul 27, 2016","352.400","354.100","356.470","350.000","-0.56%"
"Jul 26, 2016","354.400","344.400","355.360","344.060","2.82%"
"Jul 25, 2016","344.670","342.160","345.060","342.160","0.45%"
"Jul 22, 2016","343.120","342.020","343.560","338.500","0.26%"
"Jul 21, 2016","342.220","340.600","343.820","340.170","0.32%"
"Jul 20, 2016","341.120","338.680","341.130","338.670","0.68%"
"Jul 19, 2016","338.820","339.030","339.130","337.820","-0.14%"
"Jul 18, 2016","339.300","338.000","339.670","338.000","0.03%"
"Jul 15, 2016","339.195","338.770","339.395","336.700","0.06%"
"Jul 14, 2016","339.000","338.450","340.370","337.850","0.26%"
"Jul 13, 2016","338.120","338.480","339.090","336.500","0.00%"
"Jul 12, 2016","338.120","337.360","339.230","336.900","0.21%"
"Jul 11, 2016","337.420","337.500","338.430","336.500","-0.32%"
"Jul 08, 2016","338.500","337.660","339.330","337.070","0.15%"
"Jul 07, 2016","338.000","336.900","338.290","336.090","0.25%"
"Jul 06, 2016","337.160","336.730","337.160","336.730","-0.02%"
"Jul 05, 2016","337.220","336.760","337.590","336.220","0.12%"
"Jul 04, 2016","336.820","338.900","338.960","335.820","-0.24%"
"Jul 01, 2016","337.620","339.000","339.620","337.000","-0.44%"
"Jun 30, 2016","339.120","341.060","341.120","336.000","0.04%"
"Jun 29, 2016","338.995","339.500","339.535","337.000","-0.00%"
"Jun 28, 2016","339.005","338.760","340.025","338.100","0.06%"
"Jun 27, 2016","338.795","339.510","341.095","337.800","-0.35%"
"Jun 24, 2016","340.000","333.060","343.300","333.060","1.62%"
"Jun 23, 2016","334.595","336.920","337.745","333.620","-0.74%"
"Jun 22, 2016","337.095","337.200","337.485","335.170","-0.09%"
"Jun 21, 2016","337.395","334.710","338.335","334.000","0.69%"
"Jun 20, 2016","335.090","336.500","336.950","334.090","-1.11%"
"Jun 17, 2016","338.845","338.450","338.995","337.350","0.10%"
"Jun 16, 2016","338.495","336.950","338.615","336.300","0.16%"
"Jun 15, 2016","337.945","338.690","340.195","336.900","-0.34%"
"Jun 14, 2016","339.095","335.030","339.425","335.030","1.20%"
"Jun 13, 2016","335.090","335.060","336.250","333.950","0.00%"
"Jun 10, 2016","335.090","331.560","335.490","330.400","1.06%"
"Jun 09, 2016","331.590","330.300","332.120","329.000","0.56%"
"Jun 08, 2016","329.750","333.560","333.710","329.600","-1.15%"
"Jun 07, 2016","333.590","334.550","334.580","332.830","-0.45%"
"Jun 06, 2016","335.090","336.500","336.530","333.700","-0.79%"
"Jun 03, 2016","337.745","337.250","338.185","336.360","0.19%"
"Jun 02, 2016","337.095","336.980","338.205","336.010","-0.06%"
"Jun 01, 2016","337.295","335.400","337.305","335.060","0.27%"
"May 31, 2016","336.395","335.700","336.605","334.710","0.09%"
"May 30, 2016","336.095","335.060","337.305","335.060","-0.06%"
"May 27, 2016","336.295","333.330","336.295","333.330","0.66%"
"May 26, 2016","334.090","335.900","336.200","332.070","-0.60%"
"May 25, 2016","336.095","336.630","336.665","334.800","-0.19%"
"May 24, 2016","336.740","336.400","337.790","335.450","0.01%"
"May 23, 2016","336.695","336.310","337.015","335.380","0.18%"
"May 20, 2016","336.100","335.980","337.490","333.950","0.03%"
"May 19, 2016","336.000","329.900","336.780","329.900","1.87%"
"May 18, 2016","329.835","329.150","330.625","327.700","0.24%"
"May 17, 2016","329.050","327.980","330.040","327.120","0.26%"
"May 16, 2016","328.190","327.980","328.270","326.800","-0.22%"
"May 13, 2016","328.915","329.750","330.785","327.600","-0.33%"
"May 12, 2016","330.000","332.800","333.860","327.760","-1.04%"
"May 11, 2016","333.480","333.000","334.170","331.900","-0.16%"
"May 10, 2016","334.000","333.850","334.000","333.850","0.00%"
"May 09, 2016","334.000","333.850","334.000","333.850","-0.21%"
"May 06, 2016","334.695","332.320","335.585","332.060","0.76%"
"May 05, 2016","332.185","333.100","336.895","331.850","-0.30%"
"May 04, 2016","333.185","328.250","333.385","328.250","1.55%"
"May 03, 2016","328.100","327.360","330.780","327.300","0.23%"
"May 02, 2016","327.350","327.200","327.350","327.200","-0.01%"
"Apr 29, 2016","327.390","330.980","331.010","326.390","-1.12%"
"Apr 28, 2016","331.100","330.820","332.800","328.890","0.03%"
"Apr 27, 2016","331.005","333.000","333.295","330.000","-0.69%"
"Apr 26, 2016","333.295","333.450","334.185","332.000","-0.06%"
"Apr 25, 2016","333.490","334.700","334.730","332.300","-0.60%"
"Apr 22, 2016","335.500","332.750","338.100","332.750","0.76%"
"Apr 21, 2016","332.985","337.580","337.605","330.850","-1.49%"
"Apr 20, 2016","338.020","337.570","338.940","335.700","-0.15%"
"Apr 19, 2016","338.520","338.980","340.120","335.450","-0.74%"
"Apr 18, 2016","341.040","334.000","342.650","334.000","2.20%"
"Apr 15, 2016","333.690","335.300","336.470","332.000","-0.54%"
"Apr 14, 2016","335.495","333.630","337.425","333.200","0.30%"
"Apr 13, 2016","334.500","335.310","336.310","332.720","-0.33%"
"Apr 12, 2016","335.605","336.500","336.695","334.570","-0.41%"
"Apr 11, 2016","337.000","336.400","338.080","335.200","-0.97%"
"Apr 08, 2016","340.295","340.560","342.095","339.000","-0.23%"
"Apr 07, 2016","341.095","344.700","345.385","339.800","-1.27%"
"Apr 06, 2016","345.495","344.900","345.595","342.900","0.00%"
"Apr 05, 2016","345.495","344.250","346.205","344.000","0.44%"
"Apr 04, 2016","343.995","342.360","344.505","342.360","0.47%"
"Apr 01, 2016","342.395","344.880","345.095","340.750","-0.78%"
"Mar 31, 2016","345.095","343.610","345.435","342.930","0.41%"
"Mar 30, 2016","343.670","344.400","344.460","338.600","-0.15%"
"Mar 29, 2016","344.170","341.810","344.410","341.810","1.18%"
"Mar 28, 2016","340.170","340.110","340.670","339.170","-0.89%"
