"Date","Price","Open","High","Low","Change %"
"Feb 15, 2012","148.185","148.200","148.345","148.150","-0.11%"
"Feb 14, 2012","148.350","148.300","148.410","148.200","0.01%"
"Feb 13, 2012","148.330","148.310","148.380","148.200","-0.02%"
"Feb 10, 2012","148.360","148.350","148.460","148.300","-0.06%"
"Feb 09, 2012","148.450","148.500","148.550","148.370","-0.06%"
"Feb 08, 2012","148.540","148.650","148.690","148.500","-0.11%"
"Feb 07, 2012","148.705","148.500","148.705","148.500","0.01%"
"Feb 06, 2012","148.690","148.660","148.730","148.550","-0.02%"
"Feb 03, 2012","148.720","148.550","148.750","148.550","-0.00%"
"Feb 02, 2012","148.725","148.500","148.725","148.500","0.05%"
"Feb 01, 2012","148.655","148.550","148.705","148.550","-0.02%"
"Jan 31, 2012","148.685","148.500","148.685","148.430","-0.00%"
"Jan 30, 2012","148.690","148.290","148.710","148.290","0.18%"
"Jan 27, 2012","148.425","148.250","148.445","148.150","0.03%"
"Jan 26, 2012","148.380","148.500","148.650","148.150","-0.13%"
"Jan 25, 2012","148.580","148.600","148.660","148.430","-0.02%"
"Jan 24, 2012","148.605","148.330","148.635","148.200","0.18%"
"Jan 23, 2012","148.345","148.280","148.465","148.130","0.01%"
"Jan 20, 2012","148.335","148.300","148.375","148.200","-0.02%"
"Jan 19, 2012","148.365","148.000","148.365","148.000","0.11%"
"Jan 18, 2012","148.200","148.290","148.370","148.150","-0.09%"
"Jan 17, 2012","148.335","148.370","148.405","148.240","-0.03%"
"Jan 16, 2012","148.380","148.200","148.560","148.100","0.12%"
"Jan 13, 2012","148.205","148.200","148.275","148.080","-0.04%"
"Jan 12, 2012","148.265","148.370","148.555","148.200","-0.10%"
"Jan 11, 2012","148.415","148.380","148.425","148.380","-0.10%"
"Jan 10, 2012","148.565","148.550","148.605","148.520","-0.01%"
"Jan 09, 2012","148.580","148.300","148.610","148.250","0.17%"
"Jan 06, 2012","148.325","148.100","148.435","148.100","0.07%"
"Jan 05, 2012","148.220","147.940","148.220","147.940","0.04%"
"Jan 04, 2012","148.160","148.450","148.520","148.050","-0.22%"
"Jan 03, 2012","148.485","148.460","148.485","148.460","0.00%"
"Jan 02, 2012","148.485","148.460","148.485","148.460","0.00%"
"Dec 30, 2011","148.485","148.100","148.485","148.100","0.23%"
"Dec 29, 2011","148.150","148.350","148.400","147.950","-0.15%"
"Dec 28, 2011","148.370","148.330","148.400","148.200","0.01%"
"Dec 27, 2011","148.350","148.000","148.380","148.000","0.24%"
"Dec 26, 2011","148.000","148.100","148.140","147.960","-0.10%"
"Dec 23, 2011","148.150","148.150","148.310","148.000","-0.04%"
"Dec 22, 2011","148.210","147.850","148.240","147.830","0.19%"
"Dec 21, 2011","147.925","148.000","148.025","147.730","-0.16%"
"Dec 20, 2011","148.155","148.200","148.285","148.130","-0.05%"
"Dec 19, 2011","148.225","148.200","148.225","148.200","0.00%"
"Dec 16, 2011","148.225","148.200","148.225","148.200","0.00%"
"Dec 15, 2011","148.225","147.950","148.225","147.950","0.16%"
"Dec 14, 2011","147.985","147.900","147.985","147.800","0.02%"
"Dec 13, 2011","147.960","147.870","147.960","147.800","0.04%"
"Dec 12, 2011","147.900","147.800","147.910","147.800","0.05%"
"Dec 09, 2011","147.820","147.670","147.850","147.670","0.06%"
"Dec 08, 2011","147.725","147.600","147.725","147.500","0.07%"
"Dec 07, 2011","147.615","147.620","147.715","147.570","-0.03%"
"Dec 06, 2011","147.655","147.650","147.745","147.580","-0.03%"
"Dec 05, 2011","147.700","147.650","147.730","147.550","0.00%"
"Dec 02, 2011","147.700","147.530","147.720","147.530","0.07%"
"Dec 01, 2011","147.600","147.700","147.750","147.500","-0.09%"
"Nov 30, 2011","147.735","147.700","147.735","147.610","0.00%"
"Nov 29, 2011","147.730","147.720","147.770","147.550","0.06%"
"Nov 28, 2011","147.635","147.280","147.635","147.240","0.22%"
"Nov 25, 2011","147.305","147.350","147.385","147.100","0.03%"
"Nov 24, 2011","147.255","147.250","147.355","147.130","-0.02%"
"Nov 23, 2011","147.285","147.500","147.535","147.200","-0.17%"
"Nov 22, 2011","147.535","147.820","147.925","147.420","-0.22%"
"Nov 21, 2011","147.865","148.000","148.045","147.810","-0.10%"
"Nov 18, 2011","148.020","148.000","148.080","147.930","-0.05%"
"Nov 17, 2011","148.100","147.750","148.150","147.750","0.10%"
"Nov 16, 2011","147.950","148.190","148.250","147.870","-0.19%"
"Nov 15, 2011","148.235","148.170","148.245","148.120","0.02%"
"Nov 14, 2011","148.200","148.110","148.200","148.000","0.04%"
"Nov 11, 2011","148.145","148.150","148.195","148.050","-0.00%"
"Nov 10, 2011","148.150","147.970","148.180","147.900","0.08%"
"Nov 09, 2011","148.025","148.000","148.055","147.800","0.01%"
"Nov 08, 2011","148.010","148.030","148.070","147.900","-0.02%"
"Nov 07, 2011","148.045","147.900","148.065","147.880","0.03%"
"Nov 04, 2011","147.995","147.810","147.995","147.810","0.06%"
"Nov 03, 2011","147.905","148.030","148.075","147.770","-0.10%"
"Nov 02, 2011","148.060","148.000","148.090","147.980","0.02%"
"Nov 01, 2011","148.025","147.850","148.025","147.850","0.04%"
"Oct 31, 2011","147.970","147.550","147.970","147.530","0.26%"
"Oct 28, 2011","147.585","147.750","147.965","147.460","-0.15%"
"Oct 27, 2011","147.805","147.900","148.075","147.750","-0.09%"
"Oct 26, 2011","147.940","147.950","148.060","147.860","-0.01%"
"Oct 25, 2011","147.950","148.050","148.080","147.890","-0.07%"
"Oct 24, 2011","148.055","148.000","148.065","147.930","0.02%"
"Oct 21, 2011","148.030","147.810","148.110","147.810","0.05%"
"Oct 20, 2011","147.960","147.800","147.980","147.800","0.08%"
"Oct 19, 2011","147.845","148.000","148.105","147.720","-0.07%"
"Oct 18, 2011","147.945","147.800","148.075","147.750","0.00%"
"Oct 17, 2011","147.940","147.800","147.940","147.740","0.07%"
"Oct 14, 2011","147.840","147.900","147.960","147.600","0.11%"
"Oct 13, 2011","147.680","147.900","147.930","147.580","-0.19%"
"Oct 12, 2011","147.965","147.900","147.985","147.820","-0.02%"
"Oct 11, 2011","148.000","148.050","148.250","147.930","-0.12%"
"Oct 10, 2011","148.185","148.250","148.475","148.030","-0.08%"
"Oct 07, 2011","148.305","148.330","148.425","148.150","-0.09%"
"Oct 06, 2011","148.435","148.220","148.525","148.220","0.08%"
"Oct 05, 2011","148.310","148.150","148.310","148.030","0.07%"
"Oct 04, 2011","148.205","148.000","148.295","147.950","0.14%"
"Oct 03, 2011","147.995","148.050","148.305","147.850","-0.11%"
"Sep 30, 2011","148.155","147.860","148.165","147.860","0.16%"
"Sep 29, 2011","147.915","147.770","148.015","147.770","0.04%"
"Sep 28, 2011","147.860","147.650","147.900","147.600","0.10%"
"Sep 27, 2011","147.710","147.750","147.790","147.570","-0.06%"
"Sep 26, 2011","147.795","147.690","147.845","147.610","0.03%"
"Sep 23, 2011","147.750","147.550","147.790","147.600","0.10%"
"Sep 22, 2011","147.600","147.400","147.600","147.390","0.09%"
"Sep 21, 2011","147.465","147.330","147.495","147.270","0.07%"
"Sep 20, 2011","147.355","147.180","147.375","147.180","0.09%"
"Sep 19, 2011","147.225","147.060","147.225","147.030","0.08%"
"Sep 16, 2011","147.105","147.100","147.125","146.990","-0.04%"
"Sep 15, 2011","147.170","146.900","147.220","146.900","0.11%"
"Sep 14, 2011","147.015","147.330","147.355","146.820","-0.23%"
"Sep 13, 2011","147.360","147.300","147.460","147.160","0.00%"
"Sep 12, 2011","147.355","147.160","147.405","147.160","0.07%"
"Sep 09, 2011","147.245","147.000","147.315","147.000","0.11%"
"Sep 08, 2011","147.080","146.870","147.080","146.800","0.11%"
"Sep 07, 2011","146.915","146.950","146.985","146.820","-0.04%"
"Sep 06, 2011","146.975","146.830","146.995","146.800","0.03%"
"Sep 05, 2011","146.925","146.750","146.965","146.700","0.09%"
"Sep 02, 2011","146.795","146.700","146.805","146.650","0.08%"
"Sep 01, 2011","146.675","146.680","146.785","146.530","-0.02%"
"Aug 31, 2011","146.705","146.430","146.705","146.290","0.23%"
"Aug 30, 2011","146.375","146.370","146.375","146.370","0.00%"
"Aug 29, 2011","146.375","146.370","146.375","146.370","-0.10%"
"Aug 26, 2011","146.520","146.390","146.550","146.300","0.11%"
"Aug 25, 2011","146.355","146.300","146.525","146.300","-0.03%"
"Aug 24, 2011","146.400","146.470","146.500","146.350","-0.06%"
"Aug 23, 2011","146.485","146.650","146.685","146.270","-0.10%"
"Aug 22, 2011","146.635","146.600","146.725","146.330","0.01%"
"Aug 19, 2011","146.625","146.400","146.795","146.400","0.14%"
"Aug 18, 2011","146.420","146.350","146.430","146.250","0.06%"
"Aug 17, 2011","146.330","146.850","146.880","146.220","-0.26%"
"Aug 16, 2011","146.715","147.200","147.205","146.500","-0.36%"
"Aug 15, 2011","147.245","147.130","147.275","146.900","0.04%"
"Aug 12, 2011","147.185","147.100","147.225","146.960","0.01%"
"Aug 11, 2011","147.165","147.000","147.165","146.780","0.21%"
"Aug 10, 2011","146.850","146.900","147.120","146.740","-0.13%"
"Aug 09, 2011","147.040","146.800","147.110","146.770","0.24%"
"Aug 08, 2011","146.695","146.600","146.875","146.600","0.09%"
"Aug 05, 2011","146.560","146.450","146.620","146.450","0.05%"
"Aug 04, 2011","146.485","146.430","146.595","146.380","0.00%"
"Aug 03, 2011","146.480","146.090","146.570","146.080","0.20%"
"Aug 02, 2011","146.185","146.000","146.265","145.950","0.09%"
"Aug 01, 2011","146.060","146.450","146.480","145.950","-0.28%"
"Jul 29, 2011","146.470","146.250","146.610","146.050","0.12%"
"Jul 28, 2011","146.300","145.950","146.350","145.750","0.22%"
"Jul 27, 2011","145.980","145.550","145.980","145.400","0.25%"
"Jul 26, 2011","145.620","145.880","145.990","145.210","-0.20%"
"Jul 25, 2011","145.910","145.900","145.960","145.770","-0.08%"
"Jul 22, 2011","146.030","146.220","146.390","145.870","-0.17%"
"Jul 21, 2011","146.285","146.200","146.335","146.100","-0.02%"
"Jul 20, 2011","146.310","146.270","146.530","146.180","-0.06%"
"Jul 19, 2011","146.405","146.050","146.485","146.000","0.21%"
"Jul 18, 2011","146.100","145.800","146.110","145.800","0.10%"
"Jul 15, 2011","145.950","146.120","146.240","145.840","-0.12%"
"Jul 14, 2011","146.120","146.100","146.280","146.050","-0.06%"
"Jul 13, 2011","146.205","146.300","146.325","146.050","-0.09%"
"Jul 12, 2011","146.330","145.860","146.360","145.850","0.33%"
"Jul 11, 2011","145.855","145.400","145.865","145.400","0.23%"
"Jul 08, 2011","145.525","145.500","145.585","145.380","-0.06%"
"Jul 07, 2011","145.610","145.550","145.640","145.450","0.01%"
"Jul 06, 2011","145.600","145.580","145.600","145.580","0.00%"
"Jul 05, 2011","145.600","145.740","145.790","145.550","-0.12%"
"Jul 04, 2011","145.780","145.800","145.880","145.720","0.02%"
"Jul 01, 2011","145.750","145.880","145.930","145.700","-0.10%"
"Jun 30, 2011","145.900","146.100","146.180","145.700","-0.16%"
"Jun 29, 2011","146.135","146.200","146.355","145.970","-0.12%"
"Jun 28, 2011","146.305","146.300","146.435","146.260","0.00%"
"Jun 27, 2011","146.300","146.100","146.330","145.950","0.05%"
"Jun 24, 2011","146.230","146.070","146.230","146.040","0.13%"
"Jun 23, 2011","146.035","145.940","146.045","145.870","0.07%"
"Jun 22, 2011","145.940","145.900","145.960","145.870","-0.03%"
"Jun 21, 2011","145.990","145.880","146.010","145.810","-0.06%"
"Jun 20, 2011","146.080","145.970","146.120","145.970","0.07%"
"Jun 17, 2011","145.980","145.880","146.020","145.850","0.04%"
"Jun 16, 2011","145.925","145.650","145.925","145.550","0.12%"
"Jun 15, 2011","145.750","145.800","145.860","145.650","-0.08%"
"Jun 14, 2011","145.870","145.790","145.870","145.720","0.06%"
"Jun 13, 2011","145.785","145.540","145.835","145.540","0.20%"
"Jun 10, 2011","145.500","145.490","145.520","145.470","-0.00%"
"Jun 09, 2011","145.505","145.480","145.575","145.420","-0.00%"
"Jun 08, 2011","145.510","145.450","145.560","145.420","0.06%"
"Jun 07, 2011","145.430","145.460","145.510","145.400","-0.07%"
"Jun 06, 2011","145.530","145.560","145.580","145.400","-0.02%"
"Jun 03, 2011","145.560","145.470","145.610","145.470","0.02%"
"Jun 02, 2011","145.535","145.400","145.565","145.320","0.07%"
"Jun 01, 2011","145.430","145.430","145.460","145.250","0.02%"
"May 31, 2011","145.400","145.320","145.450","145.300","0.03%"
"May 30, 2011","145.360","145.250","145.360","145.240","-0.01%"
"May 27, 2011","145.370","145.190","145.370","145.190","0.08%"
"May 26, 2011","145.260","145.210","145.260","145.100","0.01%"
"May 25, 2011","145.240","145.150","145.300","145.150","0.01%"
"May 24, 2011","145.225","145.250","145.435","145.150","-0.10%"
"May 23, 2011","145.375","145.150","145.375","145.150","0.06%"
"May 20, 2011","145.285","145.230","145.405","145.160","-0.05%"
"May 19, 2011","145.360","145.400","145.580","145.200","-0.09%"
"May 18, 2011","145.485","145.600","145.645","145.470","-0.14%"
"May 17, 2011","145.690","145.720","145.760","145.650","-0.09%"
"May 16, 2011","145.825","145.800","145.885","145.650","-0.00%"
"May 13, 2011","145.830","145.830","145.990","145.600","-0.06%"
"May 12, 2011","145.920","145.650","146.000","145.650","0.16%"
"May 11, 2011","145.690","145.820","145.880","145.570","-0.08%"
"May 10, 2011","145.800","145.750","145.950","145.680","-0.06%"
"May 09, 2011","145.890","145.850","145.890","145.850","0.00%"
"May 06, 2011","145.890","145.680","145.890","145.600","0.20%"
"May 05, 2011","145.600","145.730","145.750","145.570","-0.05%"
"May 04, 2011","145.670","145.800","145.880","145.600","-0.10%"
"May 03, 2011","145.820","145.740","145.860","145.600","-0.01%"
"May 02, 2011","145.835","145.800","145.835","145.800","0.00%"
"Apr 29, 2011","145.835","145.450","145.865","145.430","0.28%"
"Apr 28, 2011","145.435","145.380","145.655","145.380","-0.04%"
"Apr 27, 2011","145.495","145.400","145.495","145.300","0.01%"
"Apr 26, 2011","145.480","145.450","145.500","145.370","-0.01%"
"Apr 25, 2011","145.490","145.250","145.520","145.250","0.11%"
"Apr 22, 2011","145.330","145.200","145.360","145.200","0.07%"
"Apr 21, 2011","145.235","145.400","145.465","145.200","-0.13%"
"Apr 20, 2011","145.430","145.400","145.560","145.350","-0.03%"
"Apr 19, 2011","145.480","145.570","145.620","145.430","-0.10%"
"Apr 18, 2011","145.625","145.350","145.625","145.230","0.19%"
"Apr 15, 2011","145.350","145.310","145.410","145.240","-0.01%"
"Apr 14, 2011","145.370","145.250","145.420","145.250","0.03%"
"Apr 13, 2011","145.330","145.390","145.410","145.300","-0.04%"
"Apr 12, 2011","145.390","145.340","145.460","145.330","-0.01%"
"Apr 11, 2011","145.400","145.390","145.450","145.330","-0.01%"
"Apr 08, 2011","145.410","145.350","145.470","145.340","-0.02%"
"Apr 07, 2011","145.435","145.300","145.515","145.300","0.03%"
"Apr 06, 2011","145.395","145.450","145.725","145.350","-0.06%"
"Apr 05, 2011","145.485","145.600","145.785","145.450","-0.14%"
"Apr 04, 2011","145.695","145.750","145.895","145.660","-0.06%"
"Apr 01, 2011","145.785","145.590","145.815","145.540","0.12%"
"Mar 31, 2011","145.605","145.710","145.755","145.550","-0.06%"
"Mar 30, 2011","145.695","145.640","145.775","145.580","0.08%"
"Mar 29, 2011","145.585","145.550","145.835","145.310","0.00%"
"Mar 28, 2011","145.585","145.460","145.595","145.460","0.05%"
"Mar 25, 2011","145.505","145.830","145.855","145.400","-0.23%"
"Mar 24, 2011","145.840","145.690","146.110","145.670","-0.05%"
"Mar 23, 2011","145.920","145.870","145.920","145.870","0.00%"
"Mar 22, 2011","145.920","145.870","145.920","145.500","0.00%"
"Mar 21, 2011","145.920","145.870","145.920","145.870","0.00%"
"Mar 18, 2011","145.920","145.770","145.990","145.700","0.09%"
"Mar 17, 2011","145.790","145.700","145.850","145.680","0.01%"
"Mar 16, 2011","145.775","145.990","146.015","145.570","-0.17%"
"Mar 15, 2011","146.030","145.970","146.040","145.820","0.02%"
"Mar 14, 2011","146.000","145.980","146.030","145.720","0.04%"
"Mar 11, 2011","145.945","145.590","145.945","145.550","0.24%"
"Mar 10, 2011","145.595","145.600","145.915","145.500","-0.04%"
"Mar 09, 2011","145.655","145.640","146.005","145.550","0.04%"
"Mar 08, 2011","145.600","145.580","145.600","145.580","0.00%"
"Mar 07, 2011","145.600","145.580","145.600","145.580","0.00%"
"Mar 04, 2011","145.600","145.740","145.760","145.580","-0.08%"
"Mar 03, 2011","145.715","145.810","145.855","145.700","-0.08%"
"Mar 02, 2011","145.825","145.850","145.945","145.780","-0.06%"
"Mar 01, 2011","145.910","145.960","145.990","145.820","-0.05%"
"Feb 28, 2011","145.980","145.980","146.090","145.930","-0.00%"
"Feb 25, 2011","145.985","146.000","146.075","145.940","-0.02%"
"Feb 24, 2011","146.010","145.950","146.090","145.950","-0.04%"
"Feb 23, 2011","146.065","146.050","146.105","146.000","-0.10%"
"Feb 22, 2011","146.215","146.130","146.375","146.100","0.03%"
"Feb 21, 2011","146.175","146.220","146.275","146.000","-0.01%"
"Feb 18, 2011","146.190","146.200","146.280","146.160","-0.03%"
"Feb 17, 2011","146.235","146.300","146.355","146.190","-0.06%"
"Feb 16, 2011","146.325","146.370","146.395","146.270","-0.04%"
"Feb 15, 2011","146.390","146.350","146.470","146.300","-0.01%"
"Feb 14, 2011","146.400","146.380","146.550","146.350","-0.33%"
"Feb 11, 2011","146.885","146.350","147.015","146.300","0.34%"
"Feb 10, 2011","146.390","146.490","146.530","146.350","-0.04%"
"Feb 09, 2011","146.445","146.450","146.635","146.350","-0.04%"
"Feb 08, 2011","146.510","146.650","146.750","146.450","-0.14%"
"Feb 07, 2011","146.715","146.650","146.725","146.650","-0.04%"
"Feb 04, 2011","146.775","146.740","146.865","146.700","0.01%"
"Feb 03, 2011","146.765","146.730","146.785","146.700","-0.06%"
"Feb 02, 2011","146.860","146.820","146.890","146.750","-0.01%"
"Feb 01, 2011","146.875","146.950","147.025","146.820","-0.06%"
"Jan 31, 2011","146.965","146.750","147.025","146.750","0.10%"
"Jan 28, 2011","146.825","146.770","146.865","146.730","0.03%"
"Jan 27, 2011","146.780","146.790","146.810","146.740","-0.01%"
"Jan 26, 2011","146.795","146.790","146.825","146.740","-0.01%"
"Jan 25, 2011","146.815","146.790","146.815","146.750","-0.02%"
"Jan 24, 2011","146.840","146.910","146.930","146.790","-0.06%"
"Jan 21, 2011","146.930","146.920","147.060","146.870","-0.01%"
"Jan 20, 2011","146.945","146.900","146.965","146.800","0.02%"
"Jan 19, 2011","146.920","147.010","147.030","146.900","-0.08%"
"Jan 18, 2011","147.035","147.010","147.075","146.950","0.02%"
"Jan 17, 2011","147.000","146.950","147.060","146.920","-0.01%"
"Jan 14, 2011","147.010","147.010","147.090","146.990","-0.01%"
"Jan 13, 2011","147.030","147.200","147.220","147.010","-0.15%"
"Jan 12, 2011","147.245","147.200","147.405","147.200","0.01%"
"Jan 11, 2011","147.230","147.220","147.370","147.150","0.01%"
"Jan 10, 2011","147.215","147.080","147.365","147.080","0.08%"
"Jan 07, 2011","147.095","147.080","147.095","147.080","0.00%"
"Jan 06, 2011","147.095","147.050","147.145","147.000","-0.01%"
"Jan 05, 2011","147.110","147.470","147.500","147.050","-0.18%"
"Jan 04, 2011","147.370","147.340","147.370","147.340","0.00%"
"Jan 03, 2011","147.370","147.340","147.370","147.340","0.00%"
"Dec 31, 2010","147.370","147.380","147.510","147.340","-0.04%"
"Dec 30, 2010","147.430","147.330","147.450","147.300","0.04%"
"Dec 29, 2010","147.365","147.410","147.455","147.330","-0.04%"
"Dec 28, 2010","147.420","147.370","147.500","147.370","-0.03%"
"Dec 27, 2010","147.465","147.200","147.495","147.200","0.15%"
"Dec 24, 2010","147.240","147.060","147.290","147.060","0.05%"
"Dec 23, 2010","147.170","147.170","147.200","147.060","-0.06%"
"Dec 22, 2010","147.260","147.210","147.260","147.130","0.02%"
"Dec 21, 2010","147.230","147.250","147.340","147.200","-0.07%"
"Dec 20, 2010","147.340","147.370","147.460","147.260","-0.10%"
"Dec 17, 2010","147.485","147.440","147.495","147.150","0.00%"
"Dec 16, 2010","147.485","147.450","147.485","147.450","0.00%"
"Dec 15, 2010","147.485","147.370","147.495","147.340","0.08%"
"Dec 14, 2010","147.365","147.300","147.425","147.250","0.03%"
"Dec 13, 2010","147.315","147.350","147.415","147.250","-0.05%"
"Dec 10, 2010","147.395","147.390","147.435","147.340","-0.01%"
"Dec 09, 2010","147.415","147.520","147.545","147.340","-0.01%"
"Dec 08, 2010","147.435","147.400","147.495","147.350","-0.00%"
"Dec 07, 2010","147.440","147.520","147.540","147.370","-0.06%"
"Dec 06, 2010","147.535","147.660","147.695","147.370","-0.10%"
"Dec 03, 2010","147.680","147.600","147.680","147.540","0.03%"
"Dec 02, 2010","147.630","147.630","147.700","147.600","-0.02%"
"Dec 01, 2010","147.665","147.440","147.665","147.440","0.02%"
"Nov 30, 2010","147.635","147.500","147.655","147.500","0.02%"
"Nov 29, 2010","147.600","147.470","147.640","147.440","0.05%"
"Nov 26, 2010","147.520","147.350","147.520","147.300","0.09%"
"Nov 25, 2010","147.380","147.370","147.450","147.260","0.01%"
"Nov 24, 2010","147.365","147.300","147.375","147.230","0.02%"
"Nov 23, 2010","147.335","147.320","147.505","147.290","-0.04%"
"Nov 22, 2010","147.390","147.470","147.520","147.330","-0.06%"
"Nov 19, 2010","147.475","147.470","147.585","147.370","-0.04%"
"Nov 18, 2010","147.530","147.470","147.530","147.370","0.03%"
"Nov 17, 2010","147.490","147.630","147.660","147.400","-0.14%"
"Nov 16, 2010","147.700","147.660","147.700","147.660","0.00%"
"Nov 15, 2010","147.700","147.600","147.730","147.490","0.05%"
"Nov 12, 2010","147.620","147.480","147.620","147.480","0.06%"
"Nov 11, 2010","147.530","147.510","147.570","147.450","0.00%"
"Nov 10, 2010","147.525","147.500","147.565","147.400","0.01%"
"Nov 09, 2010","147.505","147.690","147.715","147.480","-0.14%"
"Nov 08, 2010","147.715","147.550","147.755","147.520","0.10%"
"Nov 05, 2010","147.570","147.520","147.630","147.410","0.03%"
"Nov 04, 2010","147.530","147.630","147.700","147.440","-0.10%"
"Nov 03, 2010","147.675","147.560","147.705","147.470","0.09%"
"Nov 02, 2010","147.535","147.510","147.605","147.500","0.01%"
"Nov 01, 2010","147.515","147.470","147.545","147.450","-0.05%"
"Oct 29, 2010","147.590","147.500","147.710","147.270","0.00%"
"Oct 28, 2010","147.585","147.540","147.585","147.540","0.01%"
"Oct 27, 2010","147.575","147.520","147.575","147.490","0.00%"
"Oct 26, 2010","147.575","147.530","147.675","147.450","0.01%"
"Oct 25, 2010","147.555","147.470","147.635","147.440","0.02%"
"Oct 22, 2010","147.530","147.600","147.650","147.430","-0.08%"
"Oct 21, 2010","147.645","147.630","147.705","147.600","-0.02%"
"Oct 20, 2010","147.670","147.530","147.670","147.430","0.06%"
"Oct 19, 2010","147.575","147.500","147.625","147.500","-0.02%"
"Oct 18, 2010","147.605","147.450","147.605","147.450","0.07%"
"Oct 15, 2010","147.500","147.480","147.530","147.410","-0.05%"
"Oct 14, 2010","147.570","147.600","147.650","147.500","-0.08%"
"Oct 13, 2010","147.695","147.700","147.815","147.590","-0.08%"
"Oct 12, 2010","147.815","147.610","147.825","147.500","0.12%"
"Oct 11, 2010","147.635","147.520","147.655","147.520","0.06%"
"Oct 08, 2010","147.550","147.500","147.670","147.480","0.02%"
"Oct 07, 2010","147.525","147.470","147.525","147.420","0.05%"
"Oct 06, 2010","147.445","147.490","147.525","147.400","-0.05%"
"Oct 05, 2010","147.515","147.500","147.575","147.480","0.00%"
"Oct 04, 2010","147.515","147.570","147.595","147.450","-0.07%"
"Oct 01, 2010","147.620","147.650","147.700","147.530","-0.05%"
"Sep 30, 2010","147.700","147.540","147.720","147.490","0.14%"
"Sep 29, 2010","147.490","147.350","147.530","147.350","0.02%"
"Sep 28, 2010","147.455","147.530","147.555","147.370","-0.07%"
"Sep 27, 2010","147.565","147.550","147.585","147.480","0.00%"
"Sep 24, 2010","147.565","147.480","147.575","147.450","0.04%"
"Sep 23, 2010","147.510","147.470","147.530","147.410","0.01%"
"Sep 22, 2010","147.495","147.390","147.495","147.200","0.07%"
"Sep 21, 2010","147.395","147.490","147.555","147.340","-0.09%"
"Sep 20, 2010","147.535","147.400","147.625","147.340","0.06%"
"Sep 17, 2010","147.450","147.320","147.450","147.300","0.07%"
"Sep 16, 2010","147.340","147.230","147.400","147.160","0.06%"
"Sep 15, 2010","147.255","147.150","147.255","147.100","0.04%"
"Sep 14, 2010","147.200","147.150","147.270","147.150","-0.04%"
"Sep 13, 2010","147.265","147.320","147.355","147.200","-0.09%"
"Sep 10, 2010","147.400","147.380","147.470","147.300","-0.04%"
"Sep 09, 2010","147.455","147.460","147.505","147.390","-0.03%"
"Sep 08, 2010","147.495","147.390","147.535","147.380","0.06%"
"Sep 07, 2010","147.400","147.310","147.410","147.270","0.07%"
"Sep 06, 2010","147.295","147.250","147.315","147.230","-0.01%"
"Sep 03, 2010","147.310","147.250","147.340","147.200","0.01%"
"Sep 02, 2010","147.290","147.170","147.350","147.170","0.05%"
"Sep 01, 2010","147.215","147.350","147.385","147.150","-0.06%"
"Aug 31, 2010","147.310","147.110","147.410","147.110","0.04%"
"Aug 30, 2010","147.245","147.190","147.245","147.190","0.00%"
"Aug 27, 2010","147.245","147.210","147.285","147.100","0.01%"
"Aug 26, 2010","147.225","147.100","147.225","147.100","0.00%"
"Aug 25, 2010","147.225","147.200","147.295","147.150","0.01%"
"Aug 24, 2010","147.205","147.180","147.235","147.120","0.01%"
"Aug 23, 2010","147.195","147.100","147.255","147.100","0.02%"
"Aug 20, 2010","147.170","147.130","147.220","147.030","-0.01%"
"Aug 19, 2010","147.180","147.100","147.210","147.100","0.01%"
"Aug 18, 2010","147.165","147.220","147.265","147.090","-0.07%"
"Aug 17, 2010","147.265","147.330","147.365","147.180","-0.06%"
"Aug 16, 2010","147.360","147.300","147.430","147.250","0.00%"
"Aug 13, 2010","147.360","147.620","147.650","147.300","-0.21%"
"Aug 12, 2010","147.670","147.500","147.780","147.450","0.09%"
"Aug 11, 2010","147.540","147.310","147.590","147.200","0.15%"
"Aug 10, 2010","147.325","147.200","147.405","147.200","0.04%"
"Aug 09, 2010","147.260","147.300","147.340","147.200","-0.04%"
"Aug 06, 2010","147.325","147.250","147.375","147.200","-0.02%"
"Aug 05, 2010","147.350","147.450","147.510","147.300","-0.10%"
"Aug 04, 2010","147.500","147.720","147.750","147.400","0.00%"
"Aug 03, 2010","147.500","147.700","147.730","147.470","-0.20%"
"Aug 02, 2010","147.795","147.700","147.805","147.630","0.04%"
"Jul 30, 2010","147.735","147.500","147.805","147.500","0.04%"
"Jul 29, 2010","147.680","147.620","147.680","147.500","0.00%"
"Jul 28, 2010","147.680","147.520","147.680","147.400","0.09%"
"Jul 27, 2010","147.540","147.300","147.550","147.250","0.13%"
"Jul 26, 2010","147.350","147.300","147.420","147.220","-0.05%"
"Jul 23, 2010","147.430","147.550","147.580","147.370","-0.13%"
"Jul 22, 2010","147.615","147.530","147.695","147.500","0.04%"
"Jul 21, 2010","147.560","147.500","147.590","147.490","0.01%"
"Jul 20, 2010","147.540","147.500","147.590","147.420","0.03%"
"Jul 19, 2010","147.490","147.480","147.510","147.400","0.03%"
"Jul 16, 2010","147.450","146.500","147.600","146.500","-0.07%"
"Jul 15, 2010","147.555","147.550","147.605","147.450","-0.06%"
"Jul 14, 2010","147.640","147.650","147.760","147.600","-0.05%"
"Jul 13, 2010","147.710","147.600","147.750","147.600","0.04%"
"Jul 12, 2010","147.650","147.500","147.660","147.500","0.06%"
"Jul 09, 2010","147.565","147.400","147.565","147.400","0.01%"
